231, 3.32586738975, 12
212, 2.12499708312, 97
312, 0.994018158859, 69
162, 0.945837376259, 81
377, 0.711395221008, 44
250, 0.705632807372, 87
222, 0.666235036502, 95
287, 0.603821792055, 88
329, 0.589538894599, 62
260, 0.566804054585, 91
203, 0.564287894997, 100
396, 0.539735832712, 28
80, 0.533014472108, 78
322, 0.500390239109, 85
183, 0.48590243059, 100
298, 0.475883811195, 81
264, 0.46757853094, 83
274, 0.463776605315, 79
283, 0.454799767696, 80
240, 0.44493064506, 95
220, 0.444555864817, 99
351, 0.444440198905, 67
262, 0.442805851695, 88
161, 0.437206170984, 97
142, 0.427240118934, 98
428, 0.403140078091, 33
303, 0.391246825402, 69
214, 0.389572927392, 98
374, 0.388606514213, 42
280, 0.38735269075, 12
289, 0.386953796232, 62
435, 0.386377174507, 14
277, 0.385187390118, 77
347, 0.376675743752, 73
405, 0.375843372661, 25
508, 0.375699103, 3
348, 0.365920739328, 64
368, 0.363464061406, 73
238, 0.35969057355, 94
400, 0.357625663916, 25
340, 0.356981487306, 72
311, 0.35669392816, 79
208, 0.356641382006, 98
237, 0.353689352165, 95
103, 0.351779231444, 59
197, 0.349894128809, 96
266, 0.344809175329, 86
259, 0.341923705832, 95
245, 0.341402906119, 97
387, 0.339827459726, 35
265, 0.337557877069, 93
389, 0.333898364282, 15
344, 0.333856490604, 60
244, 0.325718511984, 95
255, 0.324675964494, 90
339, 0.320410521002, 55
200, 0.320384011639, 99
295, 0.319459079048, 69
316, 0.31921805562, 62
225, 0.317547413767, 89
236, 0.313132493055, 94
345, 0.31029045546, 31
261, 0.304892651735, 90
217, 0.303863563378, 96
376, 0.302878067245, 52
271, 0.302756437165, 87
247, 0.302598432917, 95
232, 0.30238027451, 96
349, 0.298447099331, 52
481, 0.296665014024, 15
196, 0.295793118887, 100
284, 0.294215669234, 80
310, 0.292074912005, 83
186, 0.291667662383, 99
251, 0.291289638846, 92
241, 0.287498617676, 93
424, 0.286609183033, 10
168, 0.286026880218, 95
145, 0.285688542339, 100
285, 0.284686680662, 77
365, 0.284450993951, 43
275, 0.282862057257, 83
305, 0.282854247965, 80
330, 0.276471589669, 65
341, 0.275622684901, 68
147, 0.275381963198, 98
192, 0.274197851259, 100
205, 0.272212952492, 98
229, 0.271240394668, 97
206, 0.271164658517, 100
286, 0.269113319934, 81
191, 0.26687730121, 99
169, 0.2638475036, 99
357, 0.263829656233, 47
224, 0.263744763273, 97
125, 0.263300045755, 100
449, 0.261466680673, 14
370, 0.260493803451, 46
253, 0.259743331068, 90
221, 0.257518373127, 99
334, 0.257099234156, 62
273, 0.256261756468, 84
338, 0.254872995664, 69
309, 0.252542965044, 74
242, 0.251448029347, 94
422, 0.249436824825, 12
304, 0.248427153925, 77
239, 0.247873083022, 97
290, 0.246990074837, 79
210, 0.245853200099, 99
395, 0.245131230353, 38
194, 0.245040453517, 98
179, 0.244926454734, 100
333, 0.244013330922, 67
173, 0.243732273153, 98
415, 0.243472761775, 11
213, 0.241852832607, 98
175, 0.24065347225, 98
411, 0.240304020364, 31
315, 0.236011027516, 77
267, 0.234949843288, 89
314, 0.233342009257, 82
272, 0.229918306471, 86
123, 0.228797893203, 100
356, 0.227898661314, 62
346, 0.227128245381, 41
209, 0.226396350558, 99
498, 0.2250784275, 4
445, 0.222231216839, 7
363, 0.221537966692, 51
174, 0.216134242453, 100
354, 0.212416662401, 50
254, 0.212276620683, 89
417, 0.210694544989, 33
383, 0.210523526417, 34
181, 0.210215963877, 94
476, 0.207086346401, 5
432, 0.206781917324, 17
234, 0.206003502956, 93
317, 0.205506701737, 35
353, 0.205480152586, 61
135, 0.204327638614, 100
320, 0.202969058893, 62
457, 0.202891239, 3
156, 0.202588688772, 100
510, 0.2011160445, 6
176, 0.199615986894, 99
352, 0.198343393487, 50
207, 0.197363985497, 100
412, 0.194542574928, 27
366, 0.194423638415, 73
296, 0.193975099287, 71
230, 0.193743176226, 93
227, 0.193054125566, 83
276, 0.192200729193, 86
364, 0.191356730063, 44
43, 0.190649086668, 100
301, 0.190474739619, 70
408, 0.19014623504, 33
121, 0.188632046451, 100
393, 0.187957816376, 32
